mediaType,title,year
MOVIE,The Garbage Pail Kids Movie,1987
MOVIE,The Lost Boys,1987
MOVIE,The Monster Squad,1987
MOVIE,The Witches of Eastwick,1987
MOVIE,Tin Men,1987
MOVIE,Wings of Desire,1987
MOVIE,Withnail and I,1987
MOVIE,A Short Film About Killing,1988
MOVIE,Above the Law,1988
MOVIE,Akira,1988
MOVIE,Apartment Zero,1988
MOVIE,Child's Play,1988
MOVIE,Cinema Paradiso,1988
MOVIE,"Distant Voices, Still Lives",1988
MOVIE,Drowning by Numbers,1988
MOVIE,Earth Girls Are Easy,1988
MOVIE,Ghosts… of the Civil Dead,1988
MOVIE,Grave of the Fireflies,1988
MOVIE,Guinea Pig: Mermaid in a Manhole,1988
MOVIE,Hell Comes to Frogtown,1988
MOVIE,Hollywood Chainsaw Hookers,1988
MOVIE,Hotel Terminus: The Life and Times of Klaus Barbie,1988
MOVIE,I'm Gonna Git You Sucka,1988
MOVIE,Killer Klowns from Outer Space,1988
MOVIE,Kung Fu Master,1988
MOVIE,Lady Terminator,1988
MOVIE,Le petit amour,1988
MOVIE,Let's Get Lost,1988
MOVIE,Mac and Me,1988
MOVIE,Maniac Cop,1988
MOVIE,Night of the Demons,1988
MOVIE,Paperhouse,1988
MOVIE,Shahenshah,1988
MOVIE,Talk Radio,1988
MOVIE,The Decline of Western Civilization Part II: The Metal Years,1988
MOVIE,The Milagro Beanfield War,1988
MOVIE,The Navigator: A Medieval Odyssey,1988
MOVIE,The Serpent and the Rainbow,1988
MOVIE,The Vanishing,1988
MOVIE,They Live,1988
MOVIE,Tokyo: The Last Megalopolis,1988
MOVIE,Torch Song Trilogy,1988
MOVIE,Veerana,1988
MOVIE,Women on the Verge of a Nervous Breakdown,1988
MOVIE,¡Átame!,1989
MOVIE,84C MoPic,1989
MOVIE,Begotten,1989
MOVIE,Bill & Ted's Excellent Adventure,1989
MOVIE,Blind Fury,1989
MOVIE,Blood,1989
MOVIE,Clerk,1989
MOVIE,Drugstore Cowboy,1989
MOVIE,For All Mankind,1989
MOVIE,Godzilla vs. Biollante,1989
MOVIE,Heathers,1989
MOVIE,Jesus of Montreal,1989
MOVIE,Kickboxer,1989
MOVIE,Kiki's Delivery Service,1989
MOVIE,Laurin,1989
MOVIE,Legend of the Overfiend,1989
MOVIE,Leningrad Cowboys Go America,1989
MOVIE,"Mama, There's a Man in Your Bed",1989
MOVIE,Meet the Feebles,1989
MOVIE,Mystery Train,1989
MOVIE,O Sangue,1989
MOVIE,Parents,1989
MOVIE,Raakh,1989
MOVIE,Santa Sangre,1989
MOVIE,Society,1989
MOVIE,Tetsuo: The Iron Man,1989
MOVIE,Tetsuro Tamba's Great Spirit World,1989
MOVIE,The Adventures of Baron Munchausen,1989
MOVIE,"The Cook, the Thief, His Wife & Her Lover",1989
MOVIE,The Killer,1989
MOVIE,The Unbelievable Truth,1989
MOVIE,The Winter War,1989
MOVIE,Tie Me Up! Tie Me Down!,1989
MOVIE,Tongues Untied,1989
MOVIE,UHF,1989
MOVIE,Urotsukidōji,1989
MOVIE,Violent Cop,1989
MOVIE,Agneepath,1990
MOVIE,An Angel at My Table,1990
MOVIE,Betsy's Wedding,1990
MOVIE,Blue Steel,1990
MOVIE,Close-Up,1990
MOVIE,Cry-Baby,1990
MOVIE,Demonia,1990
MOVIE,Frankenhooker,1990
MOVIE,Grim Prairie Tales,1990
MOVIE,Havana,1990
MOVIE,Henry & June,1990
MOVIE,King of New York,1990
MOVIE,La Femme Nikita,1990
MOVIE,Miller's Crossing,1990
MOVIE,Naked Tango,1990
MOVIE,Nikita,1990
MOVIE,Pantyhose Hero,1990
MOVIE,Quick Change,1990
MOVIE,Shoot to Kill,1990
MOVIE,State of Grace,1990
MOVIE,The Hairdresser's Husband,1990
MOVIE,The Long Walk Home,1990
MOVIE,The Rainbow Thief,1990
MOVIE,The Witches,1990
MOVIE,Tremors,1990
MOVIE,Troll 2,1990
MOVIE,White Palace,1990
MOVIE,Bill & Ted's Bogus Journey,1991
MOVIE,Child's Play 3,1991
MOVIE,Delicatessen,1991
MOVIE,Europa,1991
MOVIE,Highlander II: The Quickening,1991
MOVIE,Hudson Hawk,1991
MOVIE,Merci la vie,1991
MOVIE,Naked Lunch,1991
MOVIE,Nekromantik 2,1991
MOVIE,New Jack City,1991
MOVIE,Once Upon a Time in China,1991
MOVIE,Otaku no Video,1991
MOVIE,Other People's Money,1991
MOVIE,Poison,1991
MOVIE,Prospero's Books,1991
MOVIE,Sex and Zen,1991
MOVIE,Shakes the Clown,1991
MOVIE,"Thank You, Life",1991
MOVIE,The Rapture,1991
MOVIE,Until the End of the World,1991
MOVIE,Van Gogh,1991
MOVIE,Army of Darkness,1992
MOVIE,Benny's Video,1992
MOVIE,Braindead,1992
MOVIE,Buffy the Vampire Slayer,1992
MOVIE,Dead Alive,1992
MOVIE,Death Becomes Her,1992
MOVIE,Dream of Light,1992
MOVIE,Hard Boiled,1992
MOVIE,Jamón jamón,1992
MOVIE,Jo Jeeta Wohi Sikandar,1992
MOVIE,Les Nuits Fauves,1992
MOVIE,Light Sleeper,1992
MOVIE,Living in Bondage,1992
MOVIE,Man Bites Dog,1992
MOVIE,Minbo,1992
MOVIE,Naked Killer,1992
MOVIE,Poison Ivy,1992
MOVIE,Porco Rosso,1992
MOVIE,Romper Stomper,1992
MOVIE,Savage Nights,1992
MOVIE,Strictly Ballroom,1992
MOVIE,Swoon,1992
MOVIE,The Living End,1992
MOVIE,Tokyo Decadence,1992
MOVIE,Twin Peaks: Fire Walk with Me,1992
MOVIE,Alferd Packer: The Musical,1993
MOVIE,Alive,1993
MOVIE,Body Snatchers,1993
MOVIE,Boxing Helena,1993
MOVIE,Calendar,1993
MOVIE,Cannibal! The Musical,1993
MOVIE,Chicks in White Satin,1993
MOVIE,"Clean, Shaven",1993
MOVIE,Cronos,1993
MOVIE,Dazed and Confused,1993
MOVIE,Falling Down,1993
MOVIE,Farewell My Concubine,1993
MOVIE,Hated: GG Allin and the Murder Junkies,1993
MOVIE,Schramm,1993
MOVIE,Scorned,1993
MOVIE,Searching for Bobby Fischer,1993
MOVIE,Sonatine,1993
MOVIE,Suture,1993
MOVIE,The Blue Kite,1993
MOVIE,The Escort,1993
MOVIE,The Most Terrible Time in My Life,1993
MOVIE,The Secret Garden,1993
MOVIE,The Visitors,1993
MOVIE,Three Colours: Blue,1993
MOVIE,Totally F***ed Up,1993
MOVIE,True Romance,1993
MOVIE,Wide Sargasso Sea,1993
MOVIE,Andaz Apna Apna,1994
MOVIE,Ashes of Time,1994
MOVIE,Bad Boy Bubby,1994
MOVIE,Bandit Queen,1994
MOVIE,Burnt by the Sun,1994
MOVIE,Cemetery Man,1994
MOVIE,Chungking Express,1994
MOVIE,Crumb,1994
MOVIE,Dark Waters,1994
MOVIE,Eat Drink Man Woman,1994
MOVIE,Exotica,1994
MOVIE,Go Fish,1994
MOVIE,Hum Aapke Hain Koun..!,1994
MOVIE,Joan the Maid I: The Battles,1994
MOVIE,Joan the Maid II: The Prisons,1994
MOVIE,La Reine Margot,1994
MOVIE,Léon: The Professional,1994
MOVIE,Muriel's Wedding,1994
MOVIE,New Nightmare,1994
MOVIE,Queen Margot,1994
MOVIE,Serial Mom,1994
MOVIE,Shallow Grave,1994
MOVIE,Sleep with Me,1994
MOVIE,Spanking the Monkey,1994
MOVIE,"The Adventures of Priscilla, Queen of the Desert",1994
MOVIE,The Crow,1994
MOVIE,The Hudsucker Proxy,1994
MOVIE,The Kingdom,1994
MOVIE,The Last Seduction,1994
MOVIE,The Secret of Roan Inish,1994
MOVIE,The Stand,1994
MOVIE,The Sum of Us,1994
MOVIE,Three Colours: Red,1994
MOVIE,Three Colours: White,1994
MOVIE,Wes Craven's New Nightmare,1994
MOVIE,12 Monkeys,1995
MOVIE,Antonia's Line,1995
MOVIE,Clockers,1995
MOVIE,Cold Fever,1995
MOVIE,Cutthroat Island,1995
MOVIE,Dead Man,1995
MOVIE,Devil in a Blue Dress,1995
MOVIE,Empire Records,1995
MOVIE,Gamera: Guardian of the Universe,1995
MOVIE,Ghost in the Shell,1995
MOVIE,Godzilla vs. Destoroyah,1995
MOVIE,Halloween: The Curse of Michael Myers,1995
MOVIE,Judge Dredd,1995
MOVIE,Kids,1995
MOVIE,La Cité des enfants perdus,1995
MOVIE,La haine,1995
MOVIE,Living in Oblivion,1995
MOVIE,Screamers,1995
MOVIE,Seven,1995
MOVIE,Showgirls,1995
MOVIE,Strange Days,1995
MOVIE,Tank Girl,1995
MOVIE,The Addiction,1995
MOVIE,The City of Lost Children,1995
MOVIE,The Day of the Beast,1995
MOVIE,The Doom Generation,1995
MOVIE,The Incredibly True Adventure of Two Girls in Love,1995
MOVIE,The Young Poisoner's Handbook,1995
MOVIE,To Die For,1995
MOVIE,Welcome to the Dollhouse,1995
MOVIE,When Night Is Falling,1995
MOVIE,World's Biggest Gang Bang,1995
MOVIE,Bottle Rocket,1996
MOVIE,Bound,1996
MOVIE,Craft,1996
MOVIE,Crash,1996
MOVIE,Deep Crimson,1996
MOVIE,From Dusk till Dawn,1996
MOVIE,Fudoh: The New Generation,1996
MOVIE,Gamera 2: Attack of Legion,1996
MOVIE,Get on the Bus,1996
MOVIE,Hustler White,1996
MOVIE,Idiot Box,1996
MOVIE,Joe's Apartment,1996
MOVIE,Kids Return,1996
MOVIE,Mars Attacks!,1996
MOVIE,Mary Jane's Not a Virgin Anymore,1996
MOVIE,Mortal Inheritance,1996
MOVIE,Mr. Reliable,1996
MOVIE,Never Met Picasso,1996
MOVIE,Paradise Lost: The Child Murders at Robin Hood Hills,1996
MOVIE,Schizopolis,1996
MOVIE,The Battle of Brazil,1996
MOVIE,The Boy from Mercury,1996
MOVIE,The Celluloid Closet,1996
MOVIE,The Delta,1996
MOVIE,The Hamster Factor and Other Tales of Twelve Monkeys,1996
MOVIE,"The Typewriter, the Rifle and the Movie Camera",1996
MOVIE,Thesis,1996
MOVIE,Trees Lounge,1996
MOVIE,Waiting for Guffman,1996
MOVIE,When We Were Kings,1996
MOVIE,A Gun for Jennifer,1997
MOVIE,Brother,1997
MOVIE,Cure,1997
MOVIE,East Side Story,1997
MOVIE,Fathers' Day,1997
MOVIE,Fireworks,1997
MOVIE,Full Metal Yakuza,1997
MOVIE,Funny Games,1997
MOVIE,Gallivant,1997
MOVIE,Gummo,1997
MOVIE,Habit,1997
MOVIE,Hana-bi,1997
MOVIE,Happy Together,1997
MOVIE,In the Company of Men,1997
MOVIE,Insomnia,1997
MOVIE,Lost Highway,1997
MOVIE,Mr. Nice Guy,1997
MOVIE,Nil by Mouth,1997
MOVIE,Owo Blow: The Genesis,1997
MOVIE,Perfect Blue,1997
MOVIE,Princess Mononoke,1997
MOVIE,Romy and Michele's High School Reunion,1997
MOVIE,Seventh Heaven,1997
MOVIE,"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997
MOVIE,Starship Troopers,1997
MOVIE,The Castle,1997
MOVIE,The Devil's Advocate,1997
MOVIE,The Game,1997
MOVIE,The Life of Jesus,1997
MOVIE,The Peking Man,1997
MOVIE,Troops,1997
MOVIE,Twilight of the Ice Nymphs,1997
MOVIE,23,1998
MOVIE,"Alone, Life Wastes Andy Hardy",1998
MOVIE,Buffalo '66,1998
MOVIE,Croupier,1998
MOVIE,Dark City,1998
MOVIE,Dark Soldier D,1998
MOVIE,Fear and Loathing in Las Vegas,1998
MOVIE,Gunda,1998
MOVIE,Happiness,1998
MOVIE,High Art,1998
MOVIE,Legionnaire,1998
MOVIE,Love Is the Devil: Study for a Portrait of Francis Bacon,1998
MOVIE,My Name Is Joe,1998
MOVIE,Of Freaks and Men,1998
MOVIE,Pi,1998
MOVIE,Ring,1998
MOVIE,Ronin,1998
MOVIE,Run Lola Run,1998
MOVIE,Satya,1998
MOVIE,Sekal Has to Die,1998
MOVIE,Sex and Zen III,1998
MOVIE,Show Me Love,1998
MOVIE,Taxi,1998
MOVIE,The Book of Life,1998
MOVIE,The Celebration,1998
MOVIE,The Decline of Western Civilization Part III,1998
MOVIE,The Dinner Game,1998
MOVIE,The Idiots,1998
MOVIE,The Mighty,1998
MOVIE,The Sound of One Hand Clapping,1998
MOVIE,"Torrente, the Dumb Arm of the Law",1998
MOVIE,Velvet Goldmine,1998
MOVIE,All About My Mother,1999
MOVIE,Audition,1999
MOVIE,Beau Travail,1999
MOVIE,But I'm A Cheerleader,1999
MOVIE,Dead or Alive,1999
MOVIE,East Is East,1999
MOVIE,Existenz,1999
MOVIE,Freeway II: Confessions of a Trickbaby,1999
MOVIE,Galaxy Quest,1999
MOVIE,Gamera 3: Revenge of Iris,1999
MOVIE,George Lucas in Love,1999
MOVIE,Ghost Dog: The Way of the Samurai,1999
MOVIE,Go,1999
MOVIE,Godzilla 2000,1999
MOVIE,Human Traffic,1999
MOVIE,Kikujiro,1999
MOVIE,My Best Fiend,1999
MOVIE,Mystery Men,1999
MOVIE,Office Space,1999
MOVIE,Ring 2,1999
MOVIE,Romance,1999
MOVIE,Rosetta,1999
MOVIE,Sex: The Annabel Chong Story,1999
MOVIE,"South Park: Bigger, Longer & Uncut",1999
MOVIE,The Blair Witch Project,1999
MOVIE,The Creator's Game,1999
MOVIE,The Green Elephant,1999
MOVIE,The Iron Giant,1999
MOVIE,The Limey,1999
MOVIE,The Virgin Suicides,1999
MOVIE,Wisconsin Death Trip,1999
MOVIE,101 Reykjavik,2000
MOVIE,American Psycho,2000
MOVIE,Amores perros,2000
MOVIE,Another Heaven,2000
MOVIE,April Captains,2000
MOVIE,Baise-moi,2000
MOVIE,Battle Royale,2000
MOVIE,Battlefield Earth,2000
MOVIE,Best in Show,2000
MOVIE,Blackboards,2000
MOVIE,Cecil B. Demented,2000
MOVIE,Chicken Run,2000
MOVIE,Chopper,2000
MOVIE,Dancer in the Dark,2000
MOVIE,Ginger Snaps,2000
MOVIE,Girlfight,2000
MOVIE,Groove,2000
MOVIE,In the Mood for Love,2000
MOVIE,La Commune,2000
MOVIE,Mission: Impossible 2,2000
MOVIE,Psycho Beach Party,2000
MOVIE,Shanghai Noon,2000
MOVIE,The City of Lost Souls,2000
MOVIE,The Dish,2000
MOVIE,The Isle,2000
MOVIE,Together,2000
MOVIE,Uzumaki,2000
MOVIE,Versus,2000
MOVIE,À ma sœur!,2001
MOVIE,Das Experiment,2001
MOVIE,Dogtown and Z-Boys,2001
MOVIE,Fat Girl,2001
MOVIE,Final Fantasy: The Spirits Within,2001
MOVIE,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001
MOVIE,Hedwig and the Angry Inch,2001
MOVIE,Heist,2001
MOVIE,Ichi the Killer,2001
MOVIE,Josie and the Pussycats,2001
MOVIE,Lagaan,2001
MOVIE,Lantana,2001
MOVIE,Late Marriage,2001
MOVIE,Monsoon Wedding,2001
MOVIE,No Such Thing,2001
MOVIE,Pootie Tang,2001
MOVIE,See Spot Run,2001
MOVIE,Startup.com,2001
MOVIE,Suicide Club,2001
MOVIE,The Deep End,2001
MOVIE,The Devil's Backbone,2001
MOVIE,The Happiness of the Katakuris,2001
MOVIE,The Lord of the Rings,2001
MOVIE,The Lost Skeleton of Cadavra,2001
MOVIE,The Man Who Wasn't There,2001
MOVIE,The Pledge,2001
MOVIE,The Pornographer,2001
MOVIE,The Tailor of Panama,2001
MOVIE,This Filthy Earth,2001
MOVIE,Trouble Every Day,2001
MOVIE,Visitor Q,2001
MOVIE,Wet Hot American Summer,2001
MOVIE,10,2002
MOVIE,24 Hour Party People,2002
MOVIE,28 Days Later,2002
MOVIE,8 Women,2002
MOVIE,Afghan Stories,2002
MOVIE,Auto Focus,2002
MOVIE,Biggie & Tupac,2002
MOVIE,Bubba Ho-Tep,2002
MOVIE,Cinemania,2002
MOVIE,Dark Water,2002
MOVIE,Dog Soldiers,2002
MOVIE,Dracula: Pages from a Virgin's Diary,2002
MOVIE,Friday Night,2002
MOVIE,Funny Ha Ha,2002
MOVIE,Hero,2002
MOVIE,Infernal Affairs,2002
MOVIE,Irréversible,2002
MOVIE,Ju-On: The Grudge,2002
MOVIE,Lilya 4-ever,2002
MOVIE,Lost in La Mancha,2002
MOVIE,Narc,2002
MOVIE,Resident Evil,2002
MOVIE,So Close,2002
MOVIE,Spellbound,2002
MOVIE,Spider,2002
MOVIE,Swept Away,2002
MOVIE,Sympathy for Mr. Vengeance,2002
MOVIE,Ten,2002
MOVIE,The Good Old Naughty Days,2002
MOVIE,The Other Side of the Bed,2002
MOVIE,The Ring,2002
MOVIE,To Be and to Have,2002
MOVIE,Vendredi soir,2002
MOVIE,16 Years of Alcohol,2003
MOVIE,Bad Santa,2003
MOVIE,Capturing the Friedmans,2003
MOVIE,Carandiru,2003
MOVIE,Casa de los babys,2003
MOVIE,Elephant,2003
MOVIE,Freddy vs. Jason,2003
MOVIE,Games of Love and Chance,2003
MOVIE,Gigli,2003
MOVIE,High Tension,2003
MOVIE,House of 1000 Corpses,2003
MOVIE,Interstella 5555,2003
MOVIE,Intolerable Cruelty,2003
MOVIE,Kill Bill: Volume 1,2003
MOVIE,Kontroll,2003
MOVIE,My Life Without Me,2003
MOVIE,Nothing,2003
MOVIE,Oldboy,2003
MOVIE,Ong-Bak: Muay Thai Warrior,2003
MOVIE,Seducing Doctor Lewis,2003
MOVIE,SpiderBabe,2003
MOVIE,"Spring, Summer, Fall, Winter... and Spring",2003
MOVIE,Stuck on You,2003
MOVIE,The Animatrix,2003
MOVIE,The Glamorous Life of Sachiko Hanai,2003
MOVIE,The Lord of the G-Strings: The Femaleship of the String,2003
MOVIE,The Mother,2003
MOVIE,The Return,2003
MOVIE,The Room,2003
MOVIE,The Triplets of Belleville,2003
MOVIE,Torremolinos 73,2003
MOVIE,Touching the Void,2003
MOVIE,Zatōichi,2003
MOVIE,2046,2004
MOVIE,9 Songs,2004
MOVIE,Anchorman: The Legend of Ron Burgundy,2004
MOVIE,Blueberry,2004
MOVIE,Chainsaw Sally,2004
MOVIE,Dawn of the Dead,2004
MOVIE,Dead Man's Shoes,2004
MOVIE,District 13,2004
MOVIE,Downfall,2004
MOVIE,Dumplings,2004
MOVIE,Eating Out,2004
MOVIE,Ghost in the Shell 2: Innocence,2004
MOVIE,Ginger Snaps 2: Unleashed,2004
MOVIE,Ginger Snaps Back: The Beginning,2004
MOVIE,Harold & Kumar Go to White Castle,2004
MOVIE,In the Dark,2004
MOVIE,Kamikaze Girls,2004
MOVIE,Kill Bill: Volume 2,2004
MOVIE,Mean Girls,2004
MOVIE,Metallica: Some Kind of Monster,2004
MOVIE,Night Watch,2004
MOVIE,Palindromes,2004
MOVIE,Primer,2004
MOVIE,Rolling Family,2004
MOVIE,Saw,2004
MOVIE,Shaun of the Dead,2004
MOVIE,Starship Troopers 2: Hero of the Federation,2004
MOVIE,Steamboy,2004
MOVIE,Team America: World Police,2004
MOVIE,The Consequences of Love,2004
MOVIE,The Grudge,2004
MOVIE,The Passion of the Christ,2004
MOVIE,Three... Extremes,2004
MOVIE,Who Killed Brown Owl?,2004
MOVIE,Bee Season,2005
MOVIE,Black,2005
MOVIE,Brick,2005
MOVIE,Brothers of the Head,2005
MOVIE,Calvaire,2005
MOVIE,Crossing the Bridge: The Sound of Istanbul,2005
MOVIE,Factotum,2005
MOVIE,First on the Moon,2005
MOVIE,Forty Shades of Blue,2005
MOVIE,Frankenstein vs. the Creature from Blood Cove,2005
MOVIE,Grizzly Man,2005
MOVIE,Hard Candy,2005
MOVIE,Hostel,2005
MOVIE,Kiss Kiss Bang Bang,2005
MOVIE,Land of the Dead,2005
MOVIE,Lords of Dogtown,2005
MOVIE,Lunacy,2005
MOVIE,Mad Hot Ballroom,2005
MOVIE,MirrorMask,2005
MOVIE,Mutual Appreciation,2005
MOVIE,Our Daily Bread,2005
MOVIE,Reefer Madness: The Movie Musical,2005
MOVIE,Romance & Cigarettes,2005
MOVIE,Sin City,2005
MOVIE,Sisters in Law,2005
MOVIE,Thank You for Smoking,2005
MOVIE,The Aristocrats,2005
MOVIE,The Beat That My Heart Skipped,2005
MOVIE,The King,2005
MOVIE,The Last Mitterrand,2005
MOVIE,The Stink of Flesh,2005
MOVIE,The Three Burials of Melquiades Estrada,2005
MOVIE,The Wayward Cloud,2005
MOVIE,V for Vendetta,2005
MOVIE,William Winckler's Frankenstein vs. the Creature from Blood Cove,2005
MOVIE,A Prairie Home Companion,2006
MOVIE,A Scanner Darkly,2006
MOVIE,Black Sheep,2006
MOVIE,Borat,2006
MOVIE,Brand upon the Brain!,2006
MOVIE,Crank,2006
MOVIE,Deep Water,2006
MOVIE,Ghosts,2006
MOVIE,Idiocracy,2006
MOVIE,Inland Empire,2006
MOVIE,Lady Chatterley,2006
MOVIE,London to Brighton,2006
MOVIE,Lucky Number Slevin,2006
MOVIE,My Super Ex-Girlfriend,2006
MOVIE,"OSS 117: Cairo, Nest of Spies",2006
MOVIE,Renaissance,2006
MOVIE,Scott Walker: 30 Century Man,2006
MOVIE,Shortbus,2006
MOVIE,Snakes on a Plane,2006
MOVIE,Snakes on a Train,2006
MOVIE,The Astronaut Farmer,2006
MOVIE,The Host,2006
MOVIE,The Lives of Others,2006
MOVIE,The Prestige,2006
MOVIE,This Filthy World,2006
MOVIE,A Dog's Breakfast,2007
MOVIE,Aag,2007
MOVIE,Battle for Haditha,2007
MOVIE,Captivity,2007
MOVIE,City of Men,2007
MOVIE,Control,2007
MOVIE,Death Proof,2007
MOVIE,Diary of the Dead,2007
MOVIE,Drifter,2007
MOVIE,Frownland,2007
MOVIE,Grindhouse,2007
MOVIE,Hot Fuzz,2007
MOVIE,Hot Rod,2007
MOVIE,"Lust, Caution",2007
MOVIE,Married Life,2007
MOVIE,My Name Is Bruce,2007
MOVIE,My Winnipeg,2007
MOVIE,No Smoking,2007
MOVIE,Paranormal Activity,2007
MOVIE,Planet Terror,2007
MOVIE,Savage Grace,2007
MOVIE,Teeth,2007
MOVIE,Tell No One,2007
MOVIE,The Aerial,2007
MOVIE,The Golden Compass,2007
MOVIE,The Invasion,2007
MOVIE,The Orphanage,2007
MOVIE,Trick 'r Treat,2007
MOVIE,Viva,2007
MOVIE,Waitress,2007
MOVIE,Walk Hard: The Dewey Cox Story,2007
MOVIE,"You, the Living",2007
MOVIE,Zoo,2007
MOVIE,Be Kind Rewind,2008
MOVIE,Christmas on Mars,2008
MOVIE,Deshdrohi,2008
MOVIE,Gomorrah,2008
MOVIE,Harold & Kumar Escape from Guantanamo Bay,2008
MOVIE,Helen,2008
MOVIE,Hellboy II: The Golden Army,2008
MOVIE,Il divo,2008
MOVIE,Is Anybody There?,2008
MOVIE,Let the Right One In,2008
MOVIE,Man on Wire,2008
MOVIE,Martyrs,2008
MOVIE,Not Quite Hollywood,2008
MOVIE,Of Time and the City,2008
MOVIE,One-Eyed Monster,2008
MOVIE,Punisher: War Zone,2008
MOVIE,Séraphine,2008
MOVIE,Sleep Furiously,2008
MOVIE,Speed Racer,2008
MOVIE,"Synecdoche, New York",2008
MOVIE,The Cottage,2008
MOVIE,The Wackness,2008
MOVIE,Twilight,2008
MOVIE,Waltz with Bashir,2008
MOVIE,A Prophet,2009
MOVIE,Antichrist,2009
MOVIE,Batbabe: The Dark Nightie,2009
MOVIE,Chloe,2009
MOVIE,Daddy Longlegs,2009
MOVIE,Don't Worry About Me,2009
MOVIE,Humpday,2009
MOVIE,Ivul,2009
MOVIE,Katalin Varga,2009
MOVIE,Life During Wartime,2009
MOVIE,Moon,2009
MOVIE,Mr. Nobody,2009
MOVIE,Nowhere Boy,2009
MOVIE,Precious,2009
MOVIE,Sin nombre,2009
MOVIE,Splice,2009
MOVIE,The Age of Stupid,2009
MOVIE,The Cove,2009
MOVIE,The Road,2009
MOVIE,The White Ribbon,2009
MOVIE,Uncertainty,2009
MOVIE,Wild Grass,2009
MOVIE,A Serbian Film,2010
MOVIE,Burlesque,2010
MOVIE,Content,2010
MOVIE,MacGruber,2010
MOVIE,Scott Pilgrim vs. the World,2010
MOVIE,Who Killed Captain Alex?,2010
MOVIE,Wild Target,2010
MOVIE,American Mary,2012
MOVIE,Hard to Be a God,2013
MOVIE,Jodorowsky's Dune,2013
MOVIE,Rhymes for Young Ghouls,2013
MOVIE,A Girl Walks Home Alone at Night,2014
MOVIE,Fateful Findings,2014
MOVIE,Black,2015
MOVIE,The Lure,2015
MOVIE,Lemonade,2016
MOVIE,One Cut of the Dead,2017
MOVIE,"The Night Is Short, Walk On Girl",2017
MOVIE,Leave No Trace,2018
MOVIE,Octavio Is Dead!,2018
MOVIE,Suspiria,2018
MOVIE,The Crossing,2018
MOVIE,Frozen 2,2019
MOVIE,Koko-di Koko-da,2019
MOVIE,The Death of Dick Long,2019
MOVIE,Av – The Hunt,2020
MOVIE,The Curse of Willow Song,2020
MOVIE,Pig,2021
MOVIE,Space Sweepers,2021
MOVIE,Pearl,2022
MOVIE,Skinamarink,2022
MOVIE,X,2022
MOVIE,Avatar: Fire and Ash,2025
MOVIE,Ne Zha 2,2025
